record_ID;archipelago;lat;first_arrival_BP;XV_arrival;DEPTH_numeric;TIME_BP;K;Fe;Sr;N;Si;Ca;Ti;V;Mn;Fe;Cl;Sr;Zr
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;175.5;197.150257;33274;37327;24639.6;33102.6;NA;5318.8;138929;NA;2865.4;23766.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;176.5;204.618624;31663.4;33859.4;23974.6;32351;NA;5319.2;135308;NA;2844.2;23489.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;177.5;212.350978;22983.6;25527.8;19414.4;25805;NA;4378.2;117257;NA;2625;20559.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;178.5;220.340928;31204;32973.6;25297.8;33671.6;NA;5031.2;140212;NA;2978.8;23104.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;179.5;228.569674;29309.8;30773;24202.2;32078.8;NA;5066.4;136757;NA;2980.6;22645
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;180.5;237.017875;33086;34135.2;27517.4;35518.6;NA;5343.6;145423;NA;3272.8;23902.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;181.5;245.666191;31726.8;33253.2;28802.8;37362.8;NA;5248;144936;NA;3206.4;22544.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;182.5;254.495281;27746.6;30017.4;25661.8;32994.4;NA;4947;128863;NA;3194.2;22210.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;183.5;263.485804;32660.6;32998;28434.8;37204;NA;5467.2;140486;NA;3316;24452.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;184.5;272.61842;30424.8;30660.2;26805.6;36106;NA;5272.4;138696;NA;3477.2;24768.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;185.5;281.873788;35779.8;33301.6;29283.4;40981.4;NA;5410;147302;NA;3397.2;27856
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;186.5;291.232567;39811.8;37999.2;29058.4;41480.4;NA;5756.6;149018;NA;3327.8;29488.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;187.5;300.675417;41926.4;37041.4;28123;42188.8;NA;6134.2;152412;NA;3218.6;30879
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;188.5;310.182997;43279.4;38343.4;28836.2;41943.8;NA;6630;154014;NA;3156.8;31379.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;189.5;319.735966;45238.8;38852.4;27325.2;40438;NA;6267.2;155567;NA;3025;31507.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;190.5;329.314984;47172.8;39273;26903.6;41740.2;NA;6954.4;164399;NA;3184.6;33569.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;191.5;338.90071;49547.6;41283.4;29843.4;47639.6;NA;6765.6;172732;NA;3204.6;34392.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;192.5;348.473803;43911;36060.6;26502.6;41772;NA;6403;156238;NA;3284.8;31921.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;193.5;358.014923;46457;39527.2;27251.6;40720.8;NA;6807;161149;NA;2946.6;37165.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;194.5;367.50473;77677;51585.8;25370.6;30939.6;NA;9209.2;179422;NA;2932;39222.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;195.5;376.923881;48231.8;40405.6;25817.8;40119.8;NA;6504.4;161231;NA;2854.8;30277.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;196.5;386.253037;41759.8;37615.6;23274.4;38421.2;NA;6136.8;145719;NA;2942.4;31632.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;197.5;395.472858;52108.2;45028.4;28535.8;43495;NA;7108;164970;NA;3549.8;33188.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;198.5;404.564002;49909;47928;29628.6;46791.2;NA;6295;164625;NA;3023.6;31484
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;199.5;413.507128;45899.4;45249.8;29039.6;47042;NA;6125.4;163838;NA;3309.2;30879.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;200.5;422.282897;41261.4;38015.4;24989;43018.6;NA;5751;147504;NA;2848.4;29898.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;201.5;430.871967;35764.6;36876.2;23335.4;38615;NA;5205.2;129636;NA;2656.8;27587.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;202.5;439.254998;42299.8;40328.8;26726;42866.8;NA;5924.2;147161;NA;2891.8;31210
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;203.5;447.412649;48005.8;47077.2;25124.2;42715.8;NA;6237.8;148641;NA;2758;33159.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;204.5;455.32558;46971.2;44993.2;22421.8;41718.2;NA;6181.6;146265;NA;2520;32011.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;205.5;462.974449;43196;41657;19726.2;37668.4;NA;5854;142366;NA;2338.8;31326.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;206.5;470.339917;47145.6;42166.8;19143.8;35878.6;NA;6976.2;144244;NA;2221.8;34623.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;207.5;477.402642;54636.4;45109.6;20350;38971;NA;7317.8;158611;NA;2305;36609.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;208.5;484.148391;53835.4;45027;19466.6;36110.4;NA;7403.2;151840;NA;2250;36558.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;209.5;490.583359;56091.4;42287.8;18604.4;32150.6;NA;7964.2;150520;NA;2371.6;37861.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;210.5;496.718845;77395.4;56617.8;19513;25803;NA;10070.4;156984;NA;2336.2;42762.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;211.5;502.566152;60368.2;40371.2;17622.4;26267.8;NA;8603.2;144153;NA;2504.6;39037.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;212.5;508.13658;52281.7;35244;16321.3;25517.3;NA;8190.7;137200;NA;2124.7;36963.7
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;218.5;536.377566;36513.3;31421;17328;26871.7;NA;5739;148227;NA;2211.7;28805.3
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;219.5;540.326277;34632.8;30174.2;18455.4;25727.8;NA;6804.4;143890;NA;2245.2;27244.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;220.5;544.088519;34583.4;30447.4;18962.8;25229.2;NA;7209.2;140062;NA;2183.6;26135.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;221.5;547.675594;35096.6;31637.2;18733.6;25147.6;NA;6812.6;141083;NA;2122;26248.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;222.5;551.098801;35733;33083.4;18730.6;25796.2;NA;6659.2;143069;NA;2141.8;25962.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;223.5;554.369443;35372.8;32637.2;18570.8;25232;NA;6337.8;141119;NA;1994.6;25732
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;224.5;557.49882;37882.2;32904.4;18760.8;25010.6;NA;6487.2;142618;NA;2090.2;26611.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;225.5;560.498233;38115.6;32622.8;18148.6;24882.2;NA;6531.6;143582;NA;2116.2;27069.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;226.5;563.378985;35081.6;30580.4;17523.4;23655.6;NA;6125.8;137888;NA;2150;26240.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;227.5;566.152375;35190;31097;17212;23600;NA;6029.4;137800;NA;1993;24850.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;228.5;568.829706;39125.4;36915;19327;26765.2;NA;6367.8;147628;NA;1987.6;25210.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;230.5;573.941392;44551.8;39769.2;19365.2;26748.8;NA;6630.2;150288;NA;2100.6;27309.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;231.5;576.39835;43764.8;40771.6;19105.8;27775.8;NA;7087.6;153584;NA;1943.4;26847.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;232.5;578.804453;37246.2;38707.2;17603.2;28576;NA;6181.8;162460;NA;1871.2;24104.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;233.5;581.171002;37680.8;38737.4;17736.8;28823;NA;6368.4;157284;NA;1915.8;25290
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;234.5;583.509297;41513.8;40553.6;18366;27523.8;NA;6276.4;148336;NA;2010.2;26546.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;235.5;585.830641;39503.4;38607.8;16825.8;25350.4;NA;6321.4;151574;NA;1858.4;24845
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;236.5;588.151985;37631.6;38196.6;16697.6;25973.2;NA;6258.8;153554;NA;1828.8;24501.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;237.5;590.473329;32723.6;32636;13992.2;23180.4;NA;5420.4;152237;NA;1705;22283.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;238.5;592.794673;25400.8;27350.6;10288.2;16450;NA;4037.8;128743;NA;1328;19406
