record_ID;archipelago;lat;first_arrival_BP;XV_arrival;DEPTH_numeric;TIME_BP;K;Fe;Sr;N;Si;Ca;Ti;V;Mn;Fe;Cl;Sr;Zr
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;1800;557;478;19495;3777;11258;1358;1279;59419;1782;1345;2969
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;1850;572;508.5;19144.5;3871.5;12893;1369;1036.5;74373.5;1751.5;1300.5;2795
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;1910;591;387.5;18109.5;4365;15893;1403;1103.5;96732;1816;1267.5;3388.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;1960;610;1021.5;17495.5;4698.5;23093.5;1532;1355;110967;2503.5;1433;5060
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2020;636;696.5;18497.5;4154;12886.5;1217;1180;79404.5;1909.5;1182.5;2373
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2070;660;867.5;17605;5276;19147.5;1404;1449;103994.5;1627;1492.5;3668
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2130;679;456.5;18623.5;4699;11836;1234;1228;72348.5;2082;1254;2025
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2180;708;206.5;17958;3635.5;7299.5;991;1250.5;55312.5;1960;1186.5;1464
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2240;745;77.5;16687.5;2410.5;5284.5;1004;663;40776;1891.5;958;1514.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2290;777.17;868;18444.5;9699;16951.5;1518.5;1561;102027;1831.5;5622;4587
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2350;807;210.5;17147.5;4402.5;16429;1356;1146;90513;1556.5;1498;3762
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2400;821.23;1123;19273.5;7891.5;45174.5;2567.5;1872.5;155489;2274;1798.5;8907.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2510;838;1004;18232;6477.5;32143.5;1918.5;1541;126005.5;2056;2031;9884.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2560;859;417.5;18955;3999;8652;1012.5;1059.5;66435.5;1944.5;953.5;1686
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2620;911;304.5;18038;4845;12127;1073.5;1259;78381;1726.5;1923.5;2773
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2670;959;978;18538;4472;10797.5;1169.5;1118.5;84029.5;2032.5;1190;2420
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2730;1020;415;16781;4146.5;12801.5;1113.5;1115;103266.5;1561;1213.5;3473
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2780;1056;359.5;16213;2946.5;11465.5;1151.5;929;67971.5;2054.5;1537.5;6659.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2840;1088.39;749.5;16861;6252;30203;1815.5;1724;163031;1876.5;1908.5;8104
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2890;1090;150;16385;3620.5;13786;1372.5;1323;101898.5;2211;3261.5;6381.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;2950;1104;384;16143.5;5072;14103;1575.5;1320.5;91142.5;1116.5;2901.5;3599
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3000;1162;513;17150.5;4422;12032.5;1305;1072.5;85020.5;1860.5;1456.5;2951
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3050;1221;114;16585;3057;8386;1139;819.5;70949;1863.5;1105.5;2478.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3110;1295;0;16311.5;2533.5;5850;1039;749.5;49451;1966.5;1122;2294
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3160;1358;204;17100;3399;7738.5;974.5;935;63098.5;1972;1708;2604
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3220;1434;167.5;16206.5;2229;6720;940.5;717.5;51261;2471;1070;4533.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3270;1472.13;778.5;17289;9904.5;22350;1643.5;1462;114504.5;1784;7689.5;7049.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3440;1521;355.5;16403.5;4708.5;25921.5;1793;1363;124989;1862.5;1905.5;9153.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3490;1584;330.5;16630;5440.5;33477;2301.5;1564.5;153657;1809;1608.5;9647.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3600;1722;701.5;17431.5;4579.5;17983.5;1328.5;1400;86586.5;2436;1870.5;6472
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3650;1783;846;18440;6534.5;33957.5;2025.5;1626;143304.5;2189;1876.5;8925.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3700;1842;218.5;16586.5;4801;26859;2062;1367;132166;917.5;3369;8347.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3750;1844.24;357;16961;4572.5;26296.5;1970;1552.5;135402.5;904.5;2029.5;9722.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3950;1899;264;17283.5;3898;18860.5;1706.5;1272;104280;1111.5;5576.5;9745.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;3990;1943;20;17790;4258.5;19516;1396;1050.5;88083.5;1020;3461;8020
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4140;1966;34.5;16896;2391;6051;1120;810;58347;2267;1280;3392
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4190;2018;816;18228.5;4049.5;11972.5;1028;1031.5;107234;2144.5;1189.5;3089.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4240;2066;369;16757;2638;6714.5;1128.5;954;64527.5;2018;1220;2530.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4290;2113;613.5;18834.5;4112.5;11363.5;1212;1204.5;102020;2079;1150;2897
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4340;2158;21;17118.5;2994.5;8875.5;942.5;957.5;76812.5;2336.5;1310;3157
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4390;2201;0;16545.5;2426;9485.5;1278.5;711.5;76526.5;2202.5;2130;5076
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4490;2277.29;873.5;18087;7801;30986;2208;1505;136709;1870.5;4720.5;9023.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4540;2306;422;17567;3609;11249.5;1214;1186;93465;2297.5;1265;3566
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4590;2344;278.5;16772.5;3011.5;9953.5;1031.5;939.5;93763;1915.5;1321;3615
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4640;2382;0;16620;2805;13511;1418.5;984;111956;1356;1579.5;6497
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4690;2414.07;760.5;17870.5;6502.5;33578.5;2020.5;1556.5;167773;1919;1867.5;9761
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4780;2420;49;16179;2288;11243;1379;1098.5;105802;2075;1536.5;6926.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4830;2457;73;16228.5;2952.5;18062;1512.5;1022;129712;1757.5;1742;10021.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4880;2494;13.5;16395;1683;7193;1257.5;843;83039;2526;1893.5;9291.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4930;2531;458;16226;2657.5;13123;1377.5;1149.5;106290.5;1634;2138;9583.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;4980;2568;497.5;16468.5;3273;11788;1171.5;929;106389;2356.5;2254.5;6114
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;5030;2606;235;16479.5;2226;7592.5;985.5;701.5;76058.5;1526;1117.5;3934
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;5080;2645;184.5;16823;2764.5;8025;812;769;82122;1803;1193.5;3440.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;5180;2726;703.5;16636.5;4992.5;31904.5;2034.5;1332.5;135903.5;2430;2035;11171.5
caveiro;Pico;Azores;38.43;-28.18;920;1100;500;5230;2769;847;17977;3644.5;13730;1126;861;90280;2161.5;1531.5;4044.5
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;36.8;-10.16;83903;72619;26729;27352;2022;10693;192589;5861;3573;36296
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;37.8;-5.85;73214;49783;23579;24700;1863;10633;190706;6688;3775;37496
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;38.8;-1.07;65639;37796;20859;22387;1761;10401;185448;6450;3572;38564
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;39.8;4.04;59452;35621;20804;22901;2106;9989;187736;6013;3756;35487
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;40.8;9.32;41435;32781;15287;16761;1763;7825;134561;5528;2498;28356
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;41.8;14.68;52437;44800;17178;18280;1473;8624;145433;5430;2534;28741
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;42.8;20.04;55685;48900;19423;20552;1725;8952;150158;6155;2748;27753
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;43.8;25.38;53822;46358;18544;21152;1752;8140;151925;6344;2801;30115
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;44.8;30.68;43677;41791;15039;16462;1765;6967;123818;7102;2490;27550
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;45.8;35.91;61938;55176;20788;23624;2117;9423;166199;5926;2706;31392
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;46.8;41.07;70630;61600;26451;31486;1979;9610;210098;5917;4235;38692
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;47.8;46.14;59795;57645;19811;21529;1517;8847;149877;6138;2401;28050
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;48.8;51.09;50083;49729;17775;18645;1551;8240;140309;5376;2424;26149
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;49.8;55.91;49373;47131;17622;18711;1178;7808;142993;6278;2533;26702
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;51.8;65.1;54135;58333;18754;19592;1595;7478;143925;6600;2619;24773
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;55.8;80.49;60375;73447;28593;31916;1758;8666;208097;5087;3566;30768
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;56.8;83.41;52642;52974;20483;21010;1751;7732;149325;5574;3036;27963
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;57.8;85.9;63193;61189;20920;22445;1679;8301;165547;5472;2867;27609
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;58.8;87.98;57491;57116;20572;21358;2016;8661;159192;5347;2755;25623
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;59.8;89.69;63705;61246;20898;21004;1359;8713;157459;5741;2703;28342
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;61.8;92.47;54632;50204;18548;19308;1607;9009;152913;5428;2491;26018
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;62.8;93.77;70711;68383;22847;24371;1822;9705;177505;6315;2715;29944
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;63.8;95.18;70026;63892;21540;22993;1701;9824;171043;5712;2605;29391
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;65.8;98.76;57210;53034;19507;20268;1808;8689;156604;5837;2580;26576
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;66.8;101.17;74739;68272;24026;25769;1251;9920;190577;5837;3098;29681
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;67.8;104.16;59928;57927;21013;22390;1725;8956;172058;6014;2786;26373
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;68.8;107.83;57764;47760;21143;22745;1401;9519;178670;5314;3409;30445
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;69.8;112.32;45926;31184;17517;20609;1512;8605;171789;5850;3090;29874
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;70.8;117.73;50992;43107;18952;21976;1528;8472;176455;5784;3122;29885
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;71.8;124.19;63685;55509;26692;29949;2282;9803;222978;7089;3857;33931
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;72.8;131.81;56791;52358;21414;23101;1484;9140;190468;5505;2891;27926
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;73.8;140.71;59268;49043;21141;22746;1241;9208;202109;5779;2742;27966
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;74.8;150.96;54631;38061;20023;22357;1532;9462;203690;6231;2808;30186
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;82.8;176.24;15230;13258;9879;11345;997;7022;118824;7029;4876;28436
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;83.8;176.43;73191;46390;31705;27484;1710;10806;191976;7084;4646;35016
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;84.8;186.02;73313;47906;27148;24374;1569;10335;185650;6429;3546;33984
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;85.8;200.41;70857;44833;26523;23727;1338;10370;190580;6624;3636;35721
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;86.8;215.57;65846;41009;24953;25888;1454;10880;198641;6226;3935;35104
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;87.8;231.37;81629;63283;26728;26645;1562;11329;223904;5952;3533;33254
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;88.8;246.18;81971;57326;27588;27210;1585;10774;205741;6060;4570;34781
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;89.8;247.69;74074;50610;24043;21701;1267;11536;177430;6336;3329;32923
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;90.8;264.39;81573;55066;23740;23006;1567;11428;195832;6290;3395;35393
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;91.8;281.34;87261;59850;24103;23471;1777;11013;197514;6298;3249;36734
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;92.8;296.86;68619;40516;18611;17924;1557;9059;160523;7687;3105;33595
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;93.8;298.41;67211;49952;25156;28532;1861;10146;214857;6121;4752;36391
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;94.8;315.48;37596;21142;15221;18347;1573;8597;159690;6864;5084;33406
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;95.8;332.41;51551;30480;23714;25514;2165;9588;207823;7541;6400;34184
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;96.8;349.07;56471;34196;25515;24003;2232;9291;191837;6905;5610;33716
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;97.8;365.33;66152;43225;19507;21611;1564;9371;187836;6786;2963;33304
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;98.8;381.09;84185;50445;21914;22104;1908;11130;180800;7748;3092;38531
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;99.8;396.34;73167;54001;25131;25370;1727;10988;198879;6751;3847;35165
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;100.8;411.11;81922;81224;31600;32698;2063;12149;263925;5785;4060;33762
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;101.8;425.42;90971;80873;27287;27751;1966;12203;220977;6420;3367;34970
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;102.8;439.28;77481;65116;22393;21200;1406;10219;177257;5884;2893;34601
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;103.8;452.73;64733;38078;19830;20596;1395;10311;187554;5309;3776;37098
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;104.8;465.78;37439;21264;11734;13789;1897;9640;149877;6795;2541;39997
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;105.8;478.45;52768;46126;17292;18025;1426;9695;170487;5597;3194;33932
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;106.8;490.78;54445;51509;15965;16138;1488;8499;143935;5662;3023;32691
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;107.8;502.77;95274;72712;27257;27642;1735;12214;215761;6599;3151;38123
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;108.8;514.46;53784;22851;17901;21838;1854;11592;194169;7656;3533;38470
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;109.8;525.86;65035;40685;29287;29856;1872;10676;227649;6524;7221;33011
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;110.8;537;59219;40703;18632;20640;1810;9826;177035;5818;3032;32948
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;111.8;547.89;29986;20776;13309;18657;1917;10271;182884;7078;3756;37933
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;112.8;558.57;4810;13868;3493;4312;1127;3921;64198;6168;2908;33987
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;113.8;565.26;39110;21282;13117;14718;1292;8619;145150;7021;3414;36154
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;114.8;569.05;65238;37323;19256;19653;1524;10734;173532;6498;3566;37967
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;115.8;579.35;67363;41751;20785;22205;1842;12016;184379;5972;3241;38293
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;116.8;589.5;80925;69628;30144;32347;2324;12753;244097;6732;4941;37132
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;117.8;599.52;92717;76901;31204;29434;1952;12408;214798;6528;2770;37700
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;118.8;609.43;91266;86796;28214;29075;1885;13184;231532;5919;2895;35316
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;119.8;619.25;71979;66028;23459;24727;1825;11611;208268;6068;3356;35234
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;120.8;629.01;92823;84366;26638;26730;1818;13954;212784;5742;2836;36896
azul;Sao Miguel;Azores;37.7804;-25.497;260;1100;518;121.8;638.73;71646;56007;21014;20592;1603;11325;171351;6207;2646;35421
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;1;-60.824253;14995.2;27578.2;12615.4;10923.4;NA;3236.4;73680.2;NA;1331.2;12586.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;2;-59.584379;14189.6;24617.8;11973.4;10992.6;NA;3220.2;78632.6;NA;1337;11883.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;3;-58.344441;15579.8;22763.8;11806.4;13402;NA;3342.8;82153.2;NA;1313.2;14198.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;4;-57.104396;15315.2;21796.4;11759;13931.2;NA;3564;84276.8;NA;1272.4;13178.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;5;-55.864204;12620.8;20162.6;11994.6;11979.8;NA;3030;79357.2;NA;2234.2;10448
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;6;-54.623821;10825;19081.2;21018.4;16445.8;NA;3181.4;87668;NA;6428.6;9253.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;7;-53.383204;6233.2;16254.6;12350.2;9324;NA;2406;62573.8;NA;2630;7056.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;8;-52.142312;8440;19013.8;14004.6;10572.4;NA;3174.2;76153;NA;1903.2;8433.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;9;-50.901102;9291.8;19752.4;12924.6;10923;NA;3085;71714.6;NA;1607;8262.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;10;-49.659532;8973.2;19692.4;12924;10738.4;NA;3090;70098.4;NA;1578;8549.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;11;-48.417559;12577.8;24005.2;14673.2;13677.2;NA;3433.6;75023.6;NA;1589.6;9173.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;12;-47.17514;13120.4;24808;14847.6;14043.8;NA;3278.6;78787;NA;1561.8;9260.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;13;-45.932235;14777.4;23886.6;14404.2;13403.6;NA;3583.8;78725.6;NA;1361.4;11286.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;14;-44.688803;10993.2;22978.6;15242.2;11946.8;NA;3242;75911;NA;1444.2;7644
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;15;-43.444888;9260.2;20698;14905.8;11526.2;NA;3376.4;73740.6;NA;1399;7506.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;16;-42.200618;11837.8;24168;16174.8;13965.4;NA;3573;75722.6;NA;1462.8;7968.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;17;-40.956122;11091.2;24264.4;15756.6;13642;NA;3323.4;75192.6;NA;1443;7244
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;18;-39.71153;8422;21543.4;13192.6;10874.2;NA;2954.6;65349;NA;1352.2;6099
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;19;-38.466972;7077.6;18249.6;11355.6;9534.2;NA;2617.8;56324.2;NA;1126.2;5573.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;20;-37.222579;5956.6;16911;10488.8;8900.4;NA;2599.8;49672;NA;970.6;4876.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;21;-35.978481;15158.8;18634;9908.4;7883.8;NA;3505;56637.4;NA;627.2;13993
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;118.5;12.601926;54502.4;39825.6;18222.4;25224;NA;7945.6;165053;NA;2665;37389.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;119.5;14.243647;68308.6;48473.4;19352.8;27091.4;NA;8978;172261;NA;2541.8;43551.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;120.5;15.911865;67152;46984.6;18758.6;25649.8;NA;8815.6;166855;NA;2465.2;43506.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;121.5;17.607425;73932.2;56437.2;21161.8;30738.2;NA;9135.6;188180;NA;2531.8;42313.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;122.5;19.331175;70183.6;49600.4;19672.8;27417;NA;8962.4;179059;NA;2488;42549
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;123.5;21.08396;58095.8;38235.2;17020.6;25078.2;NA;8364.4;165409;NA;2486.2;41759.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;124.5;22.866627;53565;34755.2;15974.8;23830.8;NA;8097.8;159473;NA;2553.2;39621
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;125.5;24.680022;67808.4;43677.6;17319.8;23565.4;NA;9859.2;165586;NA;2353.4;43585.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;126.5;26.524992;78878.2;51243.2;18976.2;25651.8;NA;10408.6;174016;NA;2381;45423.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;127.5;28.402383;71376.2;47151.2;17689.6;24174.8;NA;9472.4;168857;NA;2325.8;42613.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;128.5;30.313041;42709.8;31429;13052.6;20617;NA;6261;148850;NA;2135.8;34532.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;129.5;32.257813;64619.4;46569;20023.8;29974;NA;8147.4;191563;NA;2625.8;39928.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;130.5;34.237545;54400;42162;17189.4;26247;NA;7438.8;183255;NA;2429.4;37940.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;131.5;36.253083;54733.6;42013;17896.4;26821.8;NA;6799.6;186781;NA;2355.8;37949.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;132.5;38.305274;47938.2;35879.2;15671;24584;NA;6960;177393;NA;2551.8;37418
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;133.5;40.394964;50002.6;36550.6;17211;25651.6;NA;7146.4;178566;NA;2454;37717.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;134.5;42.523;64589.4;46654;20147.4;30192;NA;8135.4;197415;NA;2534;39251.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;135.5;44.690228;61025.8;42968;19062.2;28276.6;NA;7796.4;187634;NA;2414.2;39098
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;136.5;46.897494;57460.2;40972.4;18115.4;27345;NA;7134.2;183482;NA;2369.8;38126
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;137.5;49.145644;58149.6;42861;18196.8;27303.8;NA;7553.8;180859;NA;2485.8;38825.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;138.5;51.435526;59645.6;45841.6;18401;28066.8;NA;7585;186297;NA;2358.2;39020.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;139.5;53.767984;59019.6;43517.6;18171.2;27292.4;NA;7711.2;178602;NA;2405.6;39050.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;140.5;56.143867;42127.4;31060.2;13200.8;20817.4;NA;7059.6;146454;NA;2231.8;37091.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;141.5;58.564138;57040.4;40468.6;16905;24422.8;NA;8427.4;157508;NA;2363.4;40577.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;142.5;61.032503;73886.6;55316.2;21129.4;29578.4;NA;9387.6;180605;NA;2890.2;42934.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;143.5;63.555405;63355.2;51351.8;20137.6;30203;NA;8320.2;188460;NA;2662.4;39432.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;144.5;66.139405;61831.2;47724;19916.6;29129.2;NA;8343.8;187955;NA;2617.6;39086.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;145.5;68.791066;63061.2;47467.8;20012.6;29904;NA;8734.2;190522;NA;2518.2;39823
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;146.5;71.51695;70583.8;54354.8;21182;30557;NA;8994.8;194783;NA;2531.4;41122.6
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;167.5;146.138791;21081.8;24050.4;16111.6;20835.8;NA;4015.8;99315.4;NA;2057.8;16514.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;168.5;151.727189;25162.4;30180.8;20317;25983.8;NA;4717.4;114674;NA;2526.4;19213.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;169.5;157.527616;29000;34403.8;22719.6;29480.6;NA;5031.6;128405;NA;2696.2;21252.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;170.5;163.546634;32067.8;37902.2;23428.4;31838.4;NA;5216.6;133897;NA;2670.6;22014.8
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;171.5;169.790804;31055.8;37685;23878.4;31747.2;NA;4928.4;131671;NA;2683.6;21727.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;172.5;176.26669;30079.4;37211.4;23654.6;31797.8;NA;5190.6;131066;NA;2725.4;21389.2
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;173.5;182.980852;31018.8;35769;24333;31675.4;NA;5057.4;135147;NA;2746;22204.4
empadadas;Smiguel;Azores;37.49;-25.75;760;1100;518;174.5;189.939854;33542.2;39060.2;24294.6;33852;NA;5430.6;138583;NA;2707;23303.8
